UserID,List Recommendation
9173,"['Hanoi Center Silk Hotel & Travel', 'La Passion Hanoi Hotel & Spa', 'Hanoi Center Silk Premium Hotel & Spa & Travel', 'Hanoi Media Hotel & Spa', 'The Oriental Jade Hotel', 'GRAND HOTEL du LAC Hanoi', 'La Nueva Boutique Hotel Hanoi & Spa', 'Solare De Monte Hotel & Spa', 'Hanoi Center Silk Classic Hotel & Travel', 'Heritage Ham Long Hotel and Spa', 'Kecho Legacy Hotel Hanoi & Spa', 'Amira Hotel Hanoi', ""Hanoi L'Heritage Diamond Hotel & Spa"", 'Hanoi Solis Hotel', 'TrangTrang Premium Hotel & Sky Bar', 'Eliana Signature Hanoi Hotel', 'Lucien Hanoi Lakeside Hotel & Rooftop', 'Alisa Hotel & Spa', 'Solaria Tesori Hotel', 'Golden Sail Hotel & Spa', 'Le Petit Prince Lakeside Hotel & Rooftop Bar', 'Shining Central Hotel & Spa', 'Ficus Suites', 'Hotel Omina Hanoi Travel', 'GM Premium Hotel']"
9174,"['Meritel Hanoi', 'GRAND HOTEL du LAC Hanoi', 'Minerva Premium Hotel', 'TrangTrang Premium Hotel & Sky Bar', 'Amira Hotel Hanoi', 'Splendid Secret Hotel', '22Land 71 Hang Bong Hotel', 'Media Central Hotel & Spa', 'Ha Noi Lake View Hotel & Travel', 'Hanoi Sail Hotel', 'Embrace Boutique Hanoi Hotel', 'Hanoi Center Silk Hotel & Travel', 'Eliana Signature Hanoi Hotel', 'The Emissary Hanoi Hotel & Spa', ""H Hôtel L'Art Hanoi"", 'Madelise Grand Hotel', 'Hotel Omina Hanoi Travel', 'Splendid Holiday Hotel Spa', 'Hanoi Allure Hotel', 'TrangTrang Classy Hotel', 'JM Marvel Hotel & Spa', 'Hanoi Splendid Premium Hotel', 'Solaria Hanoi Hotel', ""Hanoi L'Heritage Diamond Hotel & Spa"", 'Bendecir Hotel & Spa']"
9198,"['Hanoi Center Silk Hotel & Travel', 'Shining Central Hotel & Spa', 'La Renta Premier Hotel & Spa Hanoi', 'La Sinfonía Majesty Hotel and Spa', 'Hanoi Center Silk Classic Hotel & Travel', 'Solare De Monte Hotel & Spa', 'Hotel Omina Hanoi Travel', 'Golden Sail Hotel & Spa', 'Eliana Signature Hanoi Hotel', 'GM Premium Hotel', 'Ficus Suites', 'Kecho Legacy Hotel Hanoi & Spa', 'Elegance Premium Hotel', 'La Siesta Classic Hang Thung', 'Hanoi Allure Hotel', 'Tunger Premium Hotel & Travel', 'Amira Hotel Hanoi', 'Embrace Boutique Hanoi Hotel', 'Hanoi Old Quarter Hotel & Travel', 'Loom Hotel Hanoi', 'TrangTrang Premium Hotel & Sky Bar', 'TrangTrang Luxury Hotel', 'La Passion Hanoi Hotel & Spa', 'TrangTrang Classy Hotel', 'TRUNG - The Coffee House']"
9211,"['La Sinfonía del Rey Hotel & Spa', 'Solare De Monte Hotel & Spa', 'Hanoi Center Silk Boutique Hotel & Travel', 'Media Central Hotel & Spa', 'MAY DE VILLE Corner Hotel', 'Hanoi Center Silk Classic Hotel & Travel', 'Flora Centre Hotel & Spa', 'Hanoi Center Silk Hotel & Travel', 'Solaria Hanoi Hotel', 'Le Chanvre Hanoi Hotel & Spa', 'GM Premium Hotel', 'Embrace Boutique Hanoi Hotel', ""H Hôtel L'Art Hanoi"", 'Hotel Omina Hanoi Travel', 'The Emissary Hanoi Hotel & Spa', 'Lucien Hanoi Lakeside Hotel & Rooftop', 'Aurora Premium - A Lifestyle Hotel', 'Hanoi Emerald Waters Hotel Valley', 'Fairmont Hanoi', 'Splendid Secret Hotel', 'La Renta Premier Hotel & Spa Hanoi', 'Eliana Signature Hanoi Hotel', 'Shining Central Hotel & Spa', 'JM Marvel Hotel & Spa', 'Hanoi Splendid Premium Hotel']"
9238,"['Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Golden Rose Hotel', 'AN House Hotel & Apartment Da Nang', 'PĀMA Boutique Hotel & Bistro', 'Awaken Da Nang Hotel', 'Coral Cove Hotel', 'Hummer Hotel & Apartment Da Nang Beach', 'The Sail Hotel - My Khe Beach', 'Melia Danang Beach Resort', 'Platinum Beach Hotel & Apartment', 'Trang Ngan Hotel by THG', 'Dam Tien Hotel', 'Palazzo Luxury Hotel & Bistro - Central My Khe Beach Walking Street', 'Sen Boutique Villa Apartment', 'CODI SEA Hotel & Travel', 'Sala Danang Beach Hotel', 'Lune Boutique Apartment Da Nang', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'Stella Maris Beach Danang', 'Lucia Beach Hotel', 'voco Ma Belle Danang by IHG', 'Maxhome Luxury Hotel', 'Capecia Danang Hotel and Apartment', 'Zen Lotus Hotel & Apartment', 'Maris Da Nang Hotel & Apartment']"
9250,"['Eden Ocean View Hotel Da Nang', 'Halina Hotel and Apartment', 'Merry Land Hotel Da Nang', 'Phú An Hotel', 'Risemount Premier Resort Da Nang', 'BlueSun Danang Beach Hotel', 'Bare Han - Bare Boutique Stays', 'HAIAN Beach Hotel & Spa', 'The Nalod Da Nang', 'Draco Hotel & Suites', 'Four Points by Sheraton Danang', 'Zen Lotus Hotel & Apartment', 'M Hotel Danang', 'Mercure Danang French Village Bana Hills', 'Dylan Hotel Danang', 'Avora Hotel', 'Fivitel Da Nang', 'Pavilion Hotel Da Nang', 'Wink Danang Centre, Unscripted by Hyatt - 24 Hours stay', 'The Garden Capsule Hotel', 'Luxury One or Two Bedroom at 120 Vo Nguyen Giap - My Khe beach - Altara Buidding', 'Da nang seaview ALC apartment', 'DLG Hotel Danang', 'Cosmos Hotel Danang', 'Silana River Light Hotel']"
9257,"['Aira Boutique Hanoi Hotel & Spa', 'The Silk Boutique Hotel & Spa - Old Quarter City Center', 'Classic Street Hotel', 'Du Palace Hotel & Travel', 'The Oriental Jade Hotel', 'GRAND CITITEL Hanoi Hotel & Spa', 'Hanoi Center Silk Hotel & Travel', 'Embrace Boutique Hanoi Hotel', 'Kecho Legacy Hotel Hanoi & Spa', 'Shining Central Hotel & Spa', 'La Siesta Classic Hang Thung', 'GM Premium Hotel', 'The Emissary Hanoi Hotel & Spa', 'Le Chanvre Hanoi Hotel & Spa', 'Le petit Princess Hotel & Spa', 'Hotel Omina Hanoi Travel', 'Loom Hotel Hanoi', 'Alisa Hotel & Spa', 'Fairmont Hanoi', 'Hanoi Center Silk Boutique Hotel & Travel', 'Golden Sail Hotel & Spa', 'TrangTrang Premium Hotel & Sky Bar', 'Eliana Signature Hanoi Hotel', 'Elegance Premium Hotel', ""Hanoi L'Heritage Diamond Hotel & Spa""]"
9263,"['Solare De Monte Hotel & Spa', 'Golden Sail Hotel & Spa', 'Kecho Legacy Hotel Hanoi & Spa', 'TrangTrang Premium Hotel & Sky Bar', 'Salute Premium Hotel & Spa', 'Hotel Omina Hanoi Travel', 'Alisa Hotel & Spa', 'Hanoi Allure Hotel', 'TrangTrang Classy Hotel', 'Hanoi Center Silk Hotel & Travel', 'Madelise Grand Hotel', 'Ha Noi Lake View Hotel & Travel', 'Pan Pacific Hanoi', 'Loom Hotel Hanoi', 'Bonne Nuit Hotel & Spa Hanoi', 'TRUNG - The Coffee House', ""H Hôtel L'Art Hanoi"", 'Elegance Premium Hotel', 'Shining Central Hotel & Spa', 'Le Petit Prince Lakeside Hotel & Rooftop Bar', 'La Siesta Classic Hang Thung', 'Emissary Central Hotel & Spa', 'Eliana Signature Hanoi Hotel', 'Hanoi Splendid Premium Hotel', 'Embrace Boutique Hanoi Hotel']"
9279,"['Hanoi Boutique Hotel & Spa', 'Authentic Hanoi Boutique Hotel', 'The Lapis Hotel', 'Hanoi La Palm Premier Hotel & Spa', 'Golden Sail Hotel & Spa', 'Hanoi Pearl Hotel', 'Hanoi Media Hotel & Spa', 'Silk Path Boutique Hanoi', 'Hanoi Center Silk Premium Hotel & Spa & Travel', 'GRAND CITITEL Hanoi Hotel & Spa', 'La Beaute Boutique Hotel & Spa', 'Nesta Hotel Hanoi', 'Hanoian Central Hotel & Spa', 'Hanoi Hidden Guest House', 'Luxeden Hotel Hanoi', 'Maya Boutique Hotel & Spa', 'Grande Collection Hotel & Spa', 'Alisa Hotel & Spa', 'TRUNG - The Coffee House', 'Hanoi Center Silk Hotel & Travel', 'Loom Hotel Hanoi', 'La Nueva Boutique Hotel Hanoi & Spa', 'Mercure Hanoi La Gare Hotel', 'Hai Bay Hotel & Restaurant', 'Hanoi Central Hotel & Residences']"
9284,"['M Hotel Danang', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'JBAY Beachfront Boutique Hotel', 'Seashore Hotel & Apartment', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Saha Casa Boutique Hotel Da Nang', 'TGT BEACH HOTEL', 'LEGEND Boutique Hotel', 'Stella Maris Beach Danang', 'KOVA Diamond Hotel Da Nang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Hilton Garden Inn Da Nang', 'Leaf Beachfront Hotel Da Nang', 'Thè HEM Hotel and Apartment', 'Maximilan Danang Beach Hotel', 'voco Ma Belle Danang by IHG', 'The Sail Hotel - My Khe Beach', 'Ritzy Boutique Hotel Da Nang Beach', 'Sala Danang Beach Hotel', 'Señorita Boutique Hotel', 'Animor Green Home Villa Da Nang', 'Lucia Beach Hotel', 'Prague Da Nang Beach Hotel', 'Capecia Danang Hotel and Apartment', 'Rosamia Da Nang Hotel']"
9287,"['Grand Mercure Danang', 'Mercure Danang French Village Bana Hills', 'Trang Ngan Hotel by THG', 'Samatha Apartment & Hotel', 'Quoc Cuong Center Da Nang Hotel by Haviland', 'Phuc Thanh Luxury Hotel by THG', 'Coral Cove Hotel', 'Zen Lotus Hotel & Apartment', 'May Beach Hotel', 'Rich Hotel', 'Maxhome Luxury Hotel', 'Cosmos Hotel Danang', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'Dylan Hotel Danang', 'CODI SEA Hotel & Travel', 'Hana Hotel Da Nang', 'Cozy Danang Boutique Hotel', 'Platinum Beach Hotel & Apartment', 'LaBi Hotel n Apartment Danang', 'Lucia Beach Hotel', 'AN House Hotel & Apartment Da Nang', 'Doha Hotel and Apartment near Danang Airport', 'Vernal Hotel & Apartment Da Nang', 'Platinum Danang Hotel', 'Balcona Hotel Da Nang']"
9290,"['May Beach Hotel', 'Pavilion Hotel Da Nang', 'San San Hotel Da Nang', 'The Blossom Resort Island Da Nang - Onsen Included', 'Golden Rose Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Aria Grand Hotel & Spa', 'K House Apartment Danang Beach', 'Coral Cove Hotel', 'AN House Hotel & Apartment Da Nang', 'Gio Bien 2 Hotel by THG', 'Dam Tien Hotel', 'Lune Boutique Apartment Da Nang', 'Rich Hotel', 'Hotel Le Bouton', 'Lucia Beach Hotel', 'The Sail Hotel - My Khe Beach', 'Melia Danang Beach Resort', 'Hummer Hotel & Apartment Da Nang Beach', 'Trang Ngan Hotel by THG', 'Hana Hotel Da Nang', 'CODI SEA Hotel & Travel', 'Phuc Thanh Luxury Hotel by THG', 'Maxhome Luxury Hotel', 'Sincero Hotel & Apartment']"
9329,"['Salute Premium Hotel & Spa', 'Le Chanvre Hanoi Hotel & Spa', 'Splendid Secret Hotel', 'Aira Boutique Hanoi Hotel & Spa', 'Minerva Premium Hotel', 'Embrace Boutique Hanoi Hotel', 'Ha Noi Lake View Hotel & Travel', 'The Emissary Hanoi Hotel & Spa', 'Media Central Hotel & Spa', 'Flora Centre Hotel & Spa', 'Hotel Omina Hanoi Travel', 'JM Marvel Hotel & Spa', 'Eliana Signature Hanoi Hotel', 'Hanoi Allure Hotel', 'Hanoi Splendid Premium Hotel', 'Solare De Monte Hotel & Spa', 'Splendid Holiday Hotel Spa', 'La Renta Premier Hotel & Spa Hanoi', 'Bendecir Hotel & Spa', 'Hanoi Sail Hotel', 'GM Premium Hotel', 'Hanoi Le Chateau Hotel & Spa', 'Bonne Nuit Hotel & Spa Hanoi', 'TrangTrang Classy Hotel', 'CLASSYC Hotel']"
9331,"['Hotel Majestic Saigon', 'The Reverie Saigon', 'Hilton Saigon', 'T-Ritz Saigon Hotel & Apartment', 'Victory Sai Gon Hotel', 'INDO Serviced Apartment', 'Fusion Original Saigon Centre', 'Icon Saigon - LifeStyle Design Hotel', 'Hotel Continental Saigon', 'Savvy by M Village Hai Ba Trung - Saigon Downtown', 'Huong Sen Hotel', 'Roseland Sweet Hotel', 'Signature by M Village Hai Bà Trưng', 'N3 Opera Residence', 'Amaya Saigon Boutique Hotel', 'The Metropole Deluxe Apartment View City', 'Liberty Central Saigon Citypoint', 'Sheraton Saigon Grand Opera Hotel', 'M Hotel Saigon', 'The Cafe Apartment building - 6even', 'Hotel Grand Saigon', 'Kin Hotel Thi Sach Edition', 'Sotetsu Grand Fresa Saigon', 'Oscar Saigon Hotel', 'Hotel Indigo Saigon the City by IHG']"
9339,"['Hoi An Golden Holiday Hotel & Spa', 'Calm House 2 Homestay Hoi An', 'Namia River Retreat - Wellness Inclusive Resort', 'iHome Hoi An', ""Vincent's House"", 'My Anh Boutique Villa Hoi An', 'Hoi An Golden Holiday Villa', 'Trendy Life Villa Hoi An', 'Royal Mansion Boutique Hoi An', 'Spring Breeze Hotel Hoi An', 'Banana Garden Hoi An', 'Hoi An Fairy Garden Villa', 'Amina Lantana Hoi An Hotel & Spa', 'Betel Garden Villa', 'The Saga Hotel Hoi An', 'De An Hotel', 'My Son Boutique Hotel & Spa Hoi An', 'Hoi An Eco Retreat', 'Hoi An Odyssey Hotel & Spa', 'G Boutique Retreat Hoi An', 'December Hoi An Villa', 'Wafaifo Resort Hoi An', 'ENSO Retreat Hoi An - Rediscovery & Serenity', 'Sen Village Hoi An', 'The Nam An Villa Hoi An']"
9341,"['La Passion Hanoi Hotel & Spa', 'Golden Sail Hotel & Spa', 'TrangTrang Premium Hotel & Sky Bar', 'Hanoi Media Hotel & Spa', 'Hanoi Center Silk Hotel & Travel', ""L'Signature Hotel & Spa"", 'Alisa Hotel & Spa', 'TRUNG - The Coffee House', 'Amira Hotel Hanoi', 'Classic Street Hotel', 'Léman Old Quarter', 'VietHome-Doorstep to Hoan Kiem Lake', 'Hanoi Hidden Guest House', ""Hanoi L'Heritage Diamond Hotel & Spa"", 'Madelise Grand Hotel', 'Hanoi Center Silk Classic Hotel & Travel', 'TrangTrang Luxury Hotel', ""Dom's Residence Hoan Kiem"", 'LaHomestay Phủ Doãn', 'VietHOME - 202 The Loft for 4 pax', ""Sen's Cozy House - 02 Queen beds - Kitchen - Center of Old Quarter, Hoan Kiem district"", 'Loom Hotel Hanoi', 'GRAND CITITEL Hanoi Hotel & Spa', 'Hanoi Allure Hotel', 'Emissary Central Hotel & Spa']"
9342,"['Bliss Hoi An Beach Resort & Wellness', 'iHome Hoi An', 'Bon Sand Villa & Spa Hoi An', 'Long Life Riverside Hotel', 'HA Ocean Front Hotel and Apartment', 'Happy Life Memories Hoi An Hotel & Spa', 'Trendy Life Villa Hoi An', 'Under The Coconut Tree Hoi An', 'Amina Lantana Hoi An Hotel & Spa', 'The Saga Hotel Hoi An', 'La Siesta Hoi An Resort & Spa', 'Oleander Garden Homestay', 'My Son Boutique Hotel & Spa Hoi An', 'Banana Garden Hoi An', 'Serene Nature Boutique Resort & Spa', 'Spring Breeze Hotel Hoi An', 'Wafaifo Resort Hoi An', 'Royal Mansion Boutique Hoi An', 'Hoi An Odyssey Hotel & Spa', 'Hadana Boutique Resort Hoi An', 'My Anh Boutique Villa Hoi An', 'Alley Garden Homestay Hoi An', 'De An Hotel', 'JM Hoi An Beach Hotel - Free Shuttle Car To Old Town', 'ENSO Retreat Hoi An - Rediscovery & Serenity']"
9350,"['Eden Star Saigon Hotel', 'Paradise Saigon Boutique Hotel & Spa', 'Garden View Court Suites Ho Chi Minh City', 'Mai House Saigon Hotel', 'The Regal Suites In Landmark Saigon', 'Tracy Ben Thanh Tower', 'Paragon Saigon Hotel', 'Hotel Grand Saigon', 'Oscar Saigon Hotel', 'La Siesta Premium Saigon Central', 'The Grand Landmark Empire Saigon Suites', 'Amaya Saigon Boutique Hotel', 'The Reverie Saigon', 'The Odys Boutique Hotel', 'Harmony Saigon Hotel & Spa', 'Adora Hotel', 'The Signature Hotel Saigon', 'PureJoy Hotel Saigon', 'Icon Saigon - LifeStyle Design Hotel', 'California Saigon Hotel & Rooftop Pool', 'Alagon Saigon Hotel & Spa', 'Hotel Indigo Saigon the City by IHG', 'Elite Landmark Plus Central CityView', 'GRAND HOTEL du LAC Boutique Saigon', 'Muong Thanh Luxury Saigon Hotel']"
9352,"['Hilton Garden Inn Da Nang', 'Hilton Da Nang', 'Balcona Hotel Da Nang', 'Crowne Plaza Danang City Centre by IHG', 'Awaken Da Nang Hotel', 'JBAY Beachfront Boutique Hotel', 'Stella Maris Beach Danang', 'The Sail Hotel - My Khe Beach', 'KOVA Diamond Hotel Da Nang', 'Rosamia Da Nang Hotel', 'voco Ma Belle Danang by IHG', 'Maximilan Danang Beach Hotel', 'Leaf Beachfront Hotel Da Nang', 'Risemount Premier Resort Da Nang', 'Capecia Danang Hotel and Apartment', 'Thè HEM Hotel and Apartment', '7 Seven Sea Hotel', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Prague Da Nang Beach Hotel', 'Grand Sea Hotel Danang', 'Sala Danang Beach Hotel', 'Radisson Hotel Danang', 'Grand Gold Hotel', 'Prince Hotel Da Nang', 'Señorita Boutique Hotel']"
9355,"['Countryside Garden Homestay', 'Wyndham Garden Hoi An Cua Dai Beach', 'Long Life Riverside Hotel', 'Serene Nature Boutique Resort & Spa', ""Soluna D'Annam - The Art of Hoi An Relaxation - formerly Hoi An Babylon Riverside Hotel"", 'Hoi An Central Boutique Hotel & Spa (Little Hoi An Central Boutique Hotel & Spa)', 'Happy Life Memories Hoi An Hotel & Spa', 'An Bang beach Happy Village', 'Hoi An Holiday Villa', 'Harmony Hoian Homestay', 'Hoi An Ancient House Resort & Spa', 'An Bang Flower House', 'Hoi An Blue Sky Boutique Hotel & Spa', 'Nghé Garden Resort Hội An', 'Little Riverside Hoi An . A Luxury Hotel & Spa', 'Amina Lantana Hoi An Hotel & Spa', 'Wafaifo Resort Hoi An', 'De An Hotel', 'My Son Boutique Hotel & Spa Hoi An', 'Banana Garden Hoi An', 'Le Pavillon Hoi An Luxury Resort & Spa', 'Reu Boutique Hotel', 'Bon Sand Villa & Spa Hoi An', 'De Vong Riverside Homestay', 'Ally Beach Boutique Hotel Hoian']"
9356,"['La Passion Hanoi Hotel & Spa', 'Solare De Monte Hotel & Spa', 'Hanoi Media Hotel & Spa', 'Rex Hanoi Hotel', 'Nature Hotel - Ba Dinh', 'Narcissus Hotel & Apartment', 'Hotel Omina Hanoi Travel', ""H Hôtel L'Art Hanoi"", 'Hanoi Center Silk Hotel & Travel', 'Kecho Legacy Hotel Hanoi & Spa', 'TrangTrang Premium Hotel & Sky Bar', 'HOTEL du LAC SIGNATURE', 'Bonne Nuit Hotel & Spa Hanoi', 'Alisa Hotel & Spa', 'TrangTrang Classy Hotel', 'Tunger Premium Hotel & Travel', 'Madelise Grand Hotel', 'Loom Hotel Hanoi', 'Hanoi Solis Hotel', 'Le petit Princess Hotel & Spa', 'Amira Hotel Hanoi', 'Hanoi Allure Hotel', 'Elegance Premium Hotel', 'Le Petit Prince Lakeside Hotel & Rooftop Bar', ""L'Heritage Premium Hanoi Central""]"
9358,"['Dylan Hotel Danang', 'Alani Sea View Hotel', 'Glamour Hotel Da Nang', 'Balcona Hotel Da Nang', 'Radisson Hotel Danang', 'Maximilan Danang Beach Hotel', 'Bella Merry Hotel - 100m To The Beach', 'KOVA Diamond Hotel Da Nang', 'Prague Da Nang Beach Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Menora Grand Da Nang', 'Stella Maris Beach Danang', 'The Sail Hotel - My Khe Beach', 'Leaf Beachfront Hotel Da Nang', 'voco Ma Belle Danang by IHG', '7 Seven Sea Hotel', 'JBAY Beachfront Boutique Hotel', 'Santori Hotel And Spa', 'Prince Hotel Da Nang', 'Sofiana My Khe Hotel & Spa - Rooftop Pool Bar - Free 01 Draught Beer and 20-minute Spa per Room', 'Roliva Hotel & Apartment Danang', 'Gemma Hotel & Apartment Near Dragon Bridge', 'Century Hotel Da Nang', 'Capecia Danang Hotel and Apartment', 'Caro Premium Danang Hotel']"
9362,"['Hanoi Center Silk Classic Hotel & Travel', 'MAY DE VILLE Crown Hotel', 'Hanoi La Palm Premier Hotel & Spa', 'Classy Holiday Hotel & Spa', 'Hanoi Center Silk Hotel & Travel', 'Loom Hotel Hanoi', 'Hanoi Emerald Waters Hotel Valley', 'Amira Hotel Hanoi', 'Golden Sail Hotel & Spa', 'Libra Hotel Residence by Luxe Paradise', 'Hotel Omina Hanoi Travel', 'Solare De Monte Hotel & Spa', 'Solaria Tesori Hotel', 'Hanoi Allure Hotel', 'Fairmont Hanoi', 'TrangTrang Premium Hotel & Sky Bar', 'Hanoi Le Chateau Hotel & Spa', 'TrangTrang Luxury Hotel', 'GM Premium Hotel', 'TrangTrang Classy Hotel', ""H Hôtel L'Art Hanoi"", 'PALAGO BOUTIQUE HOTEL', 'La Mejor Indochine Hotel', 'La Siesta Classic Hang Thung', 'Lucien Hanoi Lakeside Hotel & Rooftop']"
9367,"['Hanoi Center Silk Classic Hotel & Travel', 'The Silk Boutique Hotel & Spa - Old Quarter City Center', 'Hanoi Center Silk Hotel & Travel', ""Au Coeur d'Hanoi Apartment"", 'Aira Boutique Hanoi Hotel & Spa', 'GRAND HOTEL du LAC Hanoi', 'The Oriental Jade Hotel', 'Amira Hotel Hanoi', ""Hanoi L'Heritage Diamond Hotel & Spa"", 'TRUNG - The Coffee House', 'Minerva Church Hotel', 'Golden Sail Hotel & Spa', '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Alisa Hotel & Spa', 'TrangTrang Premium Hotel & Sky Bar', 'Hanoi Emerald Waters Hotel Valley', 'Hotel Omina Hanoi Travel', 'Embrace Boutique Hanoi Hotel', 'Le petit Princess Hotel & Spa', ""Dom's Residence Hoan Kiem"", 'Silk Path Boutique Hanoi', 'Solare De Monte Hotel & Spa', ""H Hôtel L'Art Hanoi"", 'Kecho Legacy Hotel Hanoi & Spa', 'La Passion Hanoi Hotel & Spa']"
9375,"['Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'KOVA Diamond Hotel Da Nang', 'Caro Premium Danang Hotel', 'M Hotel Danang', 'Nguyen Gia Hotel', 'Prague Da Nang Beach Hotel', 'JBAY Beachfront Boutique Hotel', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'The Sail Hotel - My Khe Beach', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Nesta Hotel Da Nang', 'Leaf Beachfront Hotel Da Nang', 'voco Ma Belle Danang by IHG', 'Stella Maris Beach Danang', 'Everland Hotel', 'Thè HEM Hotel and Apartment', 'Estrella Boutique Hotel', 'Golden Rose Hotel', 'Maximilan Danang Beach Hotel', 'Monalisa Luxury Hotel', 'Lunar Hotel Danang', 'Sala Danang Beach Hotel', 'Paracel Beach Hotel', 'The Dream Suite']"
9378,"['MAY DE VILLE Crown Hotel', 'Media Central Hotel & Spa', 'Splendid Secret Hotel', 'HOTEL de LAGOM', 'CLASSYC Hotel', 'Hanoi Solis Hotel', 'La Sinfonía del Rey Hotel & Spa', 'Bella Premier Hotel & Rooftop Skybar', 'Solare De Monte Hotel & Spa', 'Lucien Hanoi Lakeside Hotel & Rooftop', 'Fairmont Hanoi', 'GM Premium Hotel', 'HOTEL du LAC SIGNATURE', 'Solaria Tesori Hotel', 'Hanoi Sail Hotel', 'Embrace Boutique Hanoi Hotel', 'Aurora Premium - A Lifestyle Hotel', 'Shining Central Hotel & Spa', 'Hotel Omina Hanoi Travel', 'Le petit Princess Hotel & Spa', 'Hanoi Le Chateau Hotel & Spa', 'La Siesta Classic Hang Thung', 'Eliana Signature Hanoi Hotel', 'Hanoi Lion Boutique Hotel & Spa', 'Le Petit Prince Lakeside Hotel & Rooftop Bar']"
9392,"['PINE VIEW Hotel Dalat', 'La Fleur Premium Central Apartment Hotel', 'Le House DaLat', 'Sunrise Valley Dalat Hotel', 'The Kadupul Homecation', 'The Grandview Villa Dalat', 'Sunset Hill Dalat', 'Mia House Dalat', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Hoàng Yến Villa Dalat', 'Tường Vy Dalat Central', 'Wisteria Hotel Dalat', 'VMT Hotel Da Lat', '688 Hotel Đà Lạt', 'Strawberry Hotel Dalat', 'Dalat Luxury Hotel', 'An Garden Dalat', 'Whammy House Dalat', 'The Brick Home dalat', 'Dalat Memory Inn', 'Mat Troi Vang Dalat Hotel', 'Hawaii Hotel Dalat', 'AM Memory Central Hotel 2', 'Dalat ECO Hotel 2', 'Marigold Hotel Dalat']"
9395,"['Delicate Hotel', 'Daisy Boutique Hotel', 'PĀMA Boutique Hotel & Bistro', 'Rest Hotel & Apartment', 'Thanh Lan Riverside Hotel Da Nang', 'The Sail Hotel - My Khe Beach', 'Prague Da Nang Beach Hotel', 'Señorita Boutique Hotel', 'Capecia Danang Hotel and Apartment', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Nguyen Gia Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Saha Casa Boutique Hotel Da Nang', 'CODI SEA Hotel & Travel', 'Maris Da Nang Hotel & Apartment', 'Lupin Boutique Hotel Danang', 'Zen Lotus Hotel & Apartment', 'KOVA Diamond Hotel Da Nang', 'Ocean Bliss Hotel - Free Sauna', 'Century Hotel Da Nang', 'Nesta Hotel Da Nang', 'Monalisa Luxury Hotel', 'Lucia Beach Hotel', 'Merry Hotel', 'Danang Boutique Hotel']"
9436,"['Samatha Apartment & Hotel', 'Le House Boutique Hotel - 100m to the beach', 'Sala Danang Beach Hotel', 'Sanayen Villa & Residences - Pool and Close Beach', 'Sea Swan Apartment and Hotel', 'CODI SEA Hotel & Travel', 'Hummer Hotel & Apartment Da Nang Beach', 'Coral Cove Hotel', 'Stunning Apartments Across My Khe Beach ! Rooftop Pool & Gym', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'Stella Maris Beach Danang', 'Kim House Boutique Hotel Da Nang', 'Lune Boutique Apartment Da Nang', 'Seashore Hotel & Apartment', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel', 'Infinity Pool - 5 min walk to beach - Sekong Apartment', 'Dam Tien Hotel', 'May Beach Hotel', 'Lucia Beach Hotel', 'LAGOM APARTMENT AND HOTEL', 'Maximilan Danang Beach Hotel', 'Leaf Beachfront Hotel Da Nang', 'Sea Wind Hotel by THG', 'LUXURY Motel', 'voco Ma Belle Danang by IHG']"
